id	filename	md5	size	state
3fb25d98-38a2-408f-8592-57ca8627d5dc	5697212f-b3fd-479f-84b0-ec0aae54534a.FPKM-UQ.txt.gz	64c4b41443aa97a29fc4b0e9eff44ca4	482092	released
c8ef1e6f-d3a0-4811-a87d-3b6f0ab9dbbb	f6893b7f-2472-416b-b137-33dae673d150.FPKM-UQ.txt.gz	2c815a6bf39d345e0804b56ca61f9777	516773	released
f597f3e4-a38e-4ed4-b1d5-60d68faa97a8	339bf596-e9a9-4d65-b61f-294f410dd1c8.FPKM-UQ.txt.gz	5866ee34a45a47cac9dfc28da063aaff	479308	released
e09d2391-532d-4794-8abe-436b874a4ef8	d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM-UQ.txt.gz	b4a638e185aa13d5d03ed882561b41e7	499694	released
3a0af6bd-4252-4d06-8e57-6ba768b180ea	bbb89e05-7c84-4905-9a05-8315c16d26b8.FPKM-UQ.txt.gz	01f22a23d8431c61d5d161950bf026dc	488656	released
23eae49c-e41c-4e92-b227-a58ebd016cb3	d6224860-0b09-4d96-8a50-4acb3f72e904.FPKM-UQ.txt.gz	24d052ebd392a0b306dbd07e0d33b7ca	508585	released
af3c2b76-caa1-45e6-acd7-7274b46475f4	0a8b5557-54ea-46de-b575-8d781ff86513.FPKM-UQ.txt.gz	a78c90907ab6d1dc008292406be270c5	496823	released
48d3eb0e-8a50-4f62-a347-642b11bbe156	adcc8dd9-0bb9-45eb-b44e-013c7167dd83.FPKM-UQ.txt.gz	06aa770e06f398f15ae3323f24334bd1	497765	released
3694b71e-75f6-43ef-a84b-dea737d197ad	8c0efc8b-3e41-47bb-91b5-e55f525c0776.FPKM-UQ.txt.gz	109663835d18936c5ec2e94e62574c3b	494832	released
d2883f51-75dd-4095-ad67-77505ce68813	c637fd04-9c6d-43fa-84e5-b90ded003dc5.FPKM-UQ.txt.gz	ee6c6c10516da6c02c4981dbe01bc8fa	459776	released
5a3b6f59-f6ec-428c-88d4-d6fdb31df3ce	a0d07984-a6a9-4571-82f5-45fade1f1b2a.FPKM-UQ.txt.gz	99b562bdf2fe56509738c2264031bda9	543328	released
00a988e4-1d46-44a9-930f-6af872301f35	3963e642-4d9f-47a1-bf0e-83462bcb7b13.FPKM-UQ.txt.gz	fda61218056d4b04dd2cabf201244f17	498039	released
28e3af4a-d094-4bba-b98c-ff1fa0fbe59a	646d58e7-b7e2-4b2b-bb37-3ca20b601213.FPKM-UQ.txt.gz	de9601f04c7a42df39dd7480fcac4c1f	497089	released
5fd28c5d-9486-4556-a67b-3fde397cd8fe	569ff63b-ea1c-4189-a5e5-8c44ee670cbe.FPKM-UQ.txt.gz	6fba2be6b472f3e142079895c84425f3	510547	released
ef1a812d-17f0-4e9c-9e7f-cd3efacff1fb	667dfd86-8611-411a-89ce-1de8b6089a20.FPKM-UQ.txt.gz	b8ad84ebddcac3033a403ba17738fd42	467399	released
3d628bcc-c830-4a2e-9fd8-0cbdf508ea67	5ac3599c-0254-4931-8dc8-3c3294be3cd7.FPKM-UQ.txt.gz	f1e012c59b128c25ed1ba4c183bbd799	461309	released
4cfdd749-0f33-45ad-9bd3-2cca56815794	c71d0557-242c-46d7-8551-ca0eba56fdd9.FPKM-UQ.txt.gz	6ab6d1f1ad0f814c8e93d08b2ad1f5de	507774	released
2680d016-7968-4b8c-8dda-1493ceec804f	a6cd69d5-ea54-4183-aac5-2b6efb311db3.FPKM-UQ.txt.gz	31b340f139c529e1ee4e4ef96575b2a5	489488	released
10ac4e13-2b57-485c-85be-0f376c0f0f99	056fe861-9f3b-4693-999a-44d1d7c43ab0.FPKM-UQ.txt.gz	6ca5df55d04975ec32e22968bf1ad416	539831	released
